Idade;ALLG-72;AMERICAN EXPERIENCE;AT2000 (Suavizada 10%)_FEM;AT2000 (Suavizada 10%)_MAS;AT-2000 FEMALE;AT-2000 MALE;AT-49 FEMALE;AT-49 MALE;AT-50;AT-55;AT-71;AT-83 FEMALE (Basic);AT-83 FEMALE (IAM);AT-83 MALE (Basic);AT-83 MALE (IAM);BR-EMSmt-v.2010-f;BR-EMSmt-v.2010-m;BR-EMSsb-v.2010-f;BR-EMSsb-v.2010-m;BR-EMSmt-v.2015-f;BR-EMSmt-v.2015-m;BR-EMSsb-v.2015-f;BR-EMSsb-v.2015-m;BR-EMSmt-v.2021-f;BR-EMSmt-v.2021-m;BR-EMSsb-v.2021-f;BR-EMSsb-v.2021-m;CSG-60;CSO-41;CSO-58;CSO58 - FEM - AGE LAST;CSO58 - FEM - AGE NEAREST;CSO58 - MAS - AGE LAST;CSO58 - MAS - AGE NEAREST;CSO58 FEMALE;CSO58 MALE;CSO80;EB7-75;GAM-71 FEMALE;GAM-71 MALE;GAM-83 - FEMALE (suav 10%);GAM83_BÁSICA - FEMALE;GAM83_BÁSICA - MASC;GAM-83 - MASC (suav 10%);GAM-94 FEMALE;GAM-94MALE;GKF-95;GKM-70;GKM-80;GKM-95;GR-95 MALE;GR-95FEMALE;GRUPAL AMERICANA;HUNTER SEMITROPICAL;IBGE 2006              Ambos os Sexos;IBGE 2007                 Ambos os Sexos;IBGE 2008                 Ambos os Sexos;IBGE 2009                 Ambos os Sexos;Prudential-50;Rentiers Français;RP-2000 FEMALE;RP-2000MALE;SGB-51;SGB-71;SGB-75;UP-84 F;UP-84 M;UP84_MAS_&_FEM;UP-94 FEMALE;UP-94 MALE;USTP-61;X-17;BENTZIEN;Experiência CAP;GRUPAL AMERICANA;IAPC;IBA (FERROVIARIOS);MULLER;RP-2000 DISABLED FEMALE;RP-2000 DISABLED MALE;RRB-44;TASA/1927;WINKLEVOSS;ZIMMERMANN;ZIMMERMANN (FERR. ALEMAES);ALVARO VINDAS;GRUPO AMERICANA;HUNTER'S;IAPB-57 Forte;IAPB-57 FRACA;IBA (FERROVIARIOS);LIGHT FORTE;LIGHT MEDIA;MULLER;PRUDENTIAL (FERR. APOSENT.);RGPS-99/02 M.M;RRB-1944 Mod - Fem;RRB-1944 Mod - Masc;TASA-1927;WYATT 1985 ;ZIMMERMANN EMPR. ESCRIT;Atuários Ingleses;Hubbard Laffitte;J.P. Jansen;Kinkelin;Moser;Samuel Dumas
10;100000,0000;69531,6362;99621,8467;99453,8043;99580,2735;99392,7893;99255,7112;98963,3172;100000,0000;99805,1520;99794,1695;99915,8282;99569,6088;99802,3563;99301,2655;99725,2780;99452,0606;99842,1055;99599,5664;99887,6412;99859,1453;99900,5107;99900,0812;99805,6690;99783,9438;99853,3103;99804,8068;97719,7016;94986,1072;98058,6930;98490,7835;98239,9903;98347,5338;98058,6930;98995,4384;98842,5668;98783,2220;100000,0000;99484,9101;99163,9050;99937,0158;99929,9194;99828,1181;99845,2958;99791,4865;99734,4074;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;96839,8883;96954,9713;97041,6875;97149,6295;100000,0000;86667,3775;99775,7159;99714,3555;100000,0000;98712,5207;100000,0000;100000,0000;100000,0000;100000,0000;99775,7159;99714,3555;100000,0000;100000,0000;100000,0000;100000,0000;559,1983;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;93984,1928;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
11;100000,0000;69010,8442;99609,2943;99418,9955;99566,3323;99354,0261;99236,7534;98915,5179;99951,7000;99763,2338;99755,2498;99900,2413;99555,5695;99760,0401;99263,3324;99711,3165;99434,1592;99830,1244;99586,6185;99880,8988;99847,7514;99894,8663;99893,3579;99787,7900;99763,0734;99838,7874;99787,5239;97580,9396;94798,9846;97940,0420;98380,9663;98130,9439;98227,5498;97940,0420;98966,7297;98806,9835;98711,1102;100000,0000;99471,7781;99125,2311;99927,4218;99919,2269;99795,6740;99816,0411;99778,4138;99714,7597;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;96813,2373;96929,5339;97017,5787;97125,9525;100000,0000;86351,9082;99761,6475;99693,2161;100000,0000;98584,6880;100000,0000;100000,0000;100000,0000;100000,0000;99761,6475;99693,2161;100000,0000;100000,0000;100000,0000;100000,0000;373,5445;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;93490,7758;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
12;100000,0000;68491,8827;99596,0463;99382,1111;99551,5965;99312,9929;99216,1122;98866,8515;99902,5238;99720,3356;99715,3477;99883,9576;99540,9348;99716,3452;99224,2226;99693,3685;99413,2780;99815,1499;99571,6805;99873,6075;99835,0008;99888,7727;99885,9858;99768,0354;99739,8723;99821,9662;99768,9431;97439,4472;94617,9185;97819,5757;98269,7860;98021,0372;98105,2565;97819,5757;98938,0293;98770,4249;98635,1026;100000,0000;99457,5536;99085,8784;99917,0293;99907,6363;99762,6416;99786,2959;99764,6444;99694,0190;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;96785,7934;96903,3467;96991,9023;97101,0516;100000,0000;86035,8602;99747,3816;99671,3833;100000,0000;98457,0208;100000,0000;100000,0000;100000,0000;100000,0000;99746,8828;99670,9845;100000,0000;100000,0000;100000,0000;100000,0000;254,3838;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;93012,1030;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
13;100000,0000;67975,4539;99581,9037;99343,5508;99535,8673;99270,1890;99193,7886;98817,2203;99852,3727;99676,3589;99674,4644;99866,7776;99525,5060;99671,4728;99184,0368;99671,4360;99387,4305;99797,1832;99552,7619;99865,7075;99819,9357;99882,1401;99877,6853;99745,6815;99712,9460;99802,5664;99748,0216;97295,2368;94436,2521;97696,3230;98156,2942;97909,2932;97978,7007;97696,3230;98908,3479;98731,9044;98551,2628;100000,0000;99442,1377;99045,7486;99905,7387;99895,0479;99728,9218;99755,9609;99749,8792;99671,4882;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;96755,3797;96873,6432;96962,1397;97072,6980;100000,0000;85702,9014;99732,6190;99648,6582;100000,0000;98329,5190;100000,0000;100000,0000;100000,0000;100000,0000;99731,0230;99646,7645;100000,0000;100000,0000;100000,0000;100000,0000;176,5424;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;92547,0425;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
14;100000,0000;67460,8797;99566,7673;99303,6147;99518,9462;99225,9145;99169,7837;98766,6259;99801,2483;99631,3052;99633,5979;99848,5020;99509,0843;99625,5243;99142,8754;99645,5214;99354,6326;99775,2278;99528,8692;99857,0991;99800,8601;99874,8387;99867,9872;99720,1927;99680,6756;99780,5147;99723,2166;97144,4292;94249,2683;97567,3639;98039,4882;97794,7393;97845,9396;97567,3639;98876,6972;98688,4624;98453,6970;100000,0000;99425,5309;99004,8427;99893,5502;99881,5621;99694,6151;99725,0366;99733,5202;99646,0720;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;96713,7816;96833,3601;96924,6254;97038,6964;100000,0000;85341,2352;99717,1604;99624,7425;100000,0000;98202,1823;100000,0000;100000,0000;100000,0000;100000,0000;99713,3706;99619,3616;100000,0000;100000,0000;100000,0000;100000,0000;124,8155;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;92094,4875;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
15;99935,0000;66948,1770;99550,4384;99262,5030;99500,7342;99180,4690;99143,9996;98714,8722;99748,9524;99585,1759;99591,7518;99829,0315;99491,6702;99578,5011;99100,7397;99615,6277;99312,9037;99750,2840;99498,0153;99847,6127;99775,3410;99866,5990;99856,1828;99691,2921;99641,4485;99755,9154;99692,7242;96986,0838;94054,1723;97431,7453;97918,4094;97676,4077;97706,5091;97431,7453;98842,0904;98639,1182;98340,4752;99912,9000;99407,6343;98963,0627;99880,4641;99866,9794;99659,5226;99693,4238;99714,6706;99616,4771;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;96659,8746;96781,2325;96873,8053;96991,2659;100000,0000;84943,5450;99701,0062;99599,4378;99740,1000;98075,0105;99862,6000;100000,0000;100000,0000;100000,0000;99693,1288;99587,4834;99941,0000;99913,0000;100000,0000;82031,4378;89,8672;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;91653,3549;100000,0000;99896,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
16;99873,0403;66437,3624;99532,8180;99220,3164;99481,1326;99133,8542;99116,4376;98661,8623;99695,3872;99537,8729;99548,9273;99808,1672;99472,9658;99530,4047;99057,6309;99582,7545;99260,2679;99723,3514;99459,2111;99836,8292;99740,5593;99856,9319;99841,3342;99659,0113;99593,9843;99729,0367;99654,9091;96819,2677;93851,9558;97289,4950;97792,0947;97553,3354;97559,9493;97289,4950;98803,5420;98583,8803;98209,6824;99812,3876;99388,4486;98920,2117;99866,4808;99851,4002;99623,5455;99661,0234;99693,1322;99582,1094;99970,4100;99880,5000;99892,1000;99842,1000;99871,2000;99968,2000;99771,0000;100000,0000;96584,4122;96707,1895;96801,7889;96921,5762;99946,9000;84506,0857;99684,0570;99572,6456;99477,1851;97929,0749;99722,0933;99851,1000;99858,6000;99854,7000;99669,9003;99550,5364;99870,0419;99813,0870;100000,0000;67711,5158;65,8727;88930,0000;87770,0000;100000,0000;100000,0000;100000,0000;100000,0000;99995,0000;100000,0000;100000,0000;100000,0000;99942,5000;99969,0000;91222,5841;72380,0000;99792,1082;99290,0000;99987,0000;99993,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;99964,0000;99978,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000;100000,0000
17;99788,1482;65928,4522;99513,9068;99176,9571;99460,0426;99086,1708;99087,0991;98607,4996;99640,4550;99489,2984;99505,1258;99785,8102;99452,9717;99481,1371;99013,4512;99547,9005;99195,7487;99694,4316;99411,4707;99823,8604;99693,8608;99844,7494;99822,2745;99623,6697;99537,4338;99700,2376;99608,5890;96644,0248;93646,4200;97139,6692;97659,5864;97424,5650;97405,8046;97139,6692;98760,0684;98521,7725;98061,3858;99697,6034;99368,0740;98876,2911;99851,6007;99834,8249;99586,6848;99627,8363;99669,0065;99543,1728;99937,2498;99759,6446;99783,0977;99682,8519;99742,4660;99936,2102;99541,5267;100000,0000;96491,4201;96616,6673;96713,0245;96835,2405;99892,5289;84028,6263;99666,4129;99544,3670;99210,8847;97763,1830;99578,0946;99703,4202;99720,2958;99711,2088;99643,8865;99508,6256;99788,1485;99700,2982;100000,0000;56229,1656;49,1410;79298,8810;77395,5860;100000,0000;100000,0000;100000,0000;97400,0000;99990,0003;100000,0000;100000,0000;88180,0000;99885,2329;99937,0099;90801,1358;56232,0220;99687,3265;98674,4020;99971,0021;99984,0006;100000,0000;100000,0000;100000,0000;99820,0000;99880,0000;99927,0133;99954,0053;100000,0000;-656500000,0000;-300000,0000;100000,0000;-532000,0000;-587000,0000;100000,0000
18;99676,3855;65421,4624;99493,6060;99132,4266;99437,3657;99037,1231;99055,8867;98551,5891;99583,9589;99439,3548;99459,3534;99761,9614;99431,6888;99430,6007;98968,1030;99511,0678;99118,3760;99664,5233;99354,8062;99807,3595;99630,5353;99830,4916;99794,3642;99585,7721;99471,5859;99669,9153;99553,1069;96460,4012;93435,7156;96982,3029;97520,4215;97289,1449;97244,6077;96982,3029;98710,6884;98452,8073;97897,6233;99571,1868;99346,4118;98831,1046;99835,7243;99817,1541;99548,7423;99593,6640;99642,8932;99500,3692;99903,0013;99637,4390;99672,9970;99523,2597;99613,7982;99904,0307;99312,5812;100000,0000;96382,1103;96510,1891;96608,5978;96733,4449;99836,6890;83516,0517;99648,0743;99514,4041;98940,8327;97581,4412;99430,2211;99557,1553;99585,5737;99570,2172;99615,8866;99462,5531;99695,3455;99575,6728;100000,0000;46967,2215;37,2980;70893,1996;68564,7496;100000,0000;100000,0000;100000,0000;94867,6000;99985,0008;100000,0000;100000,0000;78118,6620;99828,0985;99904,0307;90387,9906;45969,6780;99576,6736;98013,2835;99951,0079;99973,0024;100000,0000;100000,0000;100000,0000;99640,3240;99760,1440;99889,0410;99929,0168;100000,0000;3571360000,0000;1219200000,0000;100000,0000;2745120,0000;3316550,0000;-551000,0000
19;99544,8127;64915,7545;99471,8169;99086,5283;99413,1030;98986,6142;99022,8020;98494,0350;99525,8019;99387,9447;99412,6075;99736,5221;99408,9189;99378,5985;98921,3901;99474,2487;99029,1695;99633,6273;99289,2320;99784,9627;99541,2365;99813,4406;99757,0411;99545,9116;99396,8236;99638,4587;99488,7798;96268,4450;93220,8135;96818,4028;97374,1409;97147,1027;97077,8332;96818,4028;98655,4104;98377,9832;97723,3655;99440,3503;99323,4628;98784,5551;99818,9519;99798,4883;99509,7192;99558,5074;99615,6907;99454,5990;99869,1142;99513,8886;99561,8018;99364,5201;99485,1968;99871,6618;99083,1691;100000,0000;96258,8919;96390,1242;96490,7106;96618,5337;99779,1831;82974,8677;99629,3405;99482,9575;98666,6677;97394,2800;99278,1923;99412,4988;99455,0170;99432,3124;99586,6991;99413,3191;99593,6562;99442,2414;100000,0000;39453,1430;28,7568;63541,5748;61022,6271;100000,0000;100000,0000;100000,0000;92401,0424;99980,0015;100000,0000;100000,0000;69525,6092;99771,1965;99869,0643;89983,0524;39225,9262;99461,1647;97376,1972;99926,0201;99960,0059;100000,0000;100000,0000;100000,0000;99460,9714;99640,4318;99849,0854;99903,0353;100000,0000;-22196002400000,0000;-3828288000,0000;100000,0000;-13780502,4000;-17776708,0000;3091110,0000
20;99410,4272;64411,3591;99448,5405;99038,9668;99387,2556;98934,3493;98987,7479;98434,6431;99465,7878;99334,8715;99363,8953;99709,4935;99384,6631;99324,9341;98873,1165;99437,4432;98929,1500;99603,7372;99215,7580;99756,9630;99434,7075;99793,1286;99708,0704;99504,6822;99314,0372;99606,2297;99416,4961;96073,0201;92999,8802;96649,9388;97220,2898;96997,4962;96906,5005;96649,9388;98593,2575;98299,2808;97541,6000;99308,5918;99299,1286;98736,5458;99801,0843;99778,6284;99469,4178;99522,1685;99587,7983;99406,4630;99836,1274;99388,9987;99449,5160;99207,6235;99356,6619;99839,1036;98853,2961;100000,0000;96123,8337;96258,5100;96361,2834;96492,5248;99719,9143;82414,7873;99610,4109;99450,0286;98387,8357;97206,7960;99121,4320;99269,6430;99329,0075;99297,9793;99556,7235;99361,5248;99486,0951;99302,0278;100000,0000;33322,9388;22,5166;57092,1050;54554,2286;100000,0000;100000,0000;100000,0000;89998,6153;99975,0025;100000,0000;100000,0000;62155,8946;99714,4267;99831,1141;89586,2271;34620,8025;99340,8167;96762,7272;99896,0423;99944,0123;100000,0000;100000,0000;100000,0000;99281,9417;99520,8633;99806,1503;99875,0625;100000,0000;131222766188800000,0000;12441936000,0000;100000,0000;67386656,7360;87105869,2000;-17588415,9000
21;99279,2054;63908,9505;99423,6784;98989,5464;99359,7253;98880,0343;98950,5285;98373,2199;99403,7211;99279,9393;99314,2134;99680,7772;99358,8231;99269,4115;98823,1856;99400,6513;98820,3279;99573,8561;99136,3854;99723,9734;99319,3036;99770,0464;99647,7969;99462,6015;99224,4489;99573,5252;99337,6410;95872,2275;92773,8905;96476,9354;97059,3999;96840,3603;96731,0997;96476,9354;98524,2422;98216,7094;97356,2710;99175,9155;99273,3108;98686,8813;99782,2219;99757,6749;99427,7401;99484,6486;99559,5154;99356,0639;99803,5609;99262,7747;99336,1436;99053,8517;99228,0944;99806,2565;98622,9679;99104,0000;95976,7364;96115,1476;96220,0832;96355,2212;99658,6863;81846,1253;99591,3853;99415,7183;98103,8884;97018,9925;98959,5667;99129,2757;99207,9254;99167,7996;99526,3587;99307,3728;99371,6861;99157,0468;89560,0000;28294,5865;17,9007;51417,1498;48989,6973;90000,0000;100000,0000;100000,0000;87658,6513;99970,0037;99160,0000;89800,0000;55815,9934;99657,6892;99791,1817;89196,5270;31272,9709;99218,6275;96162,7983;99860,0797;99925,0229;99924,0000;100000,0000;99996,0000;99103,2342;99401,4383;99760,2395;99845,1000;99980,0000;-747576098977594000000,0000;-54296608704000,0000;-350000,0000;-322108219,1981;-382394765,7880;101485159,7430
22;99152,1280;63406,6261;99397,3311;98938,1708;99330,5135;98823,3760;98911,1462;98309,4741;99339,3075;99222,9526;99262,5700;99650,2749;99331,4001;99211,7360;98771,3034;99364,8671;98704,7081;99543,9839;99052,1195;99687,5442;99203,9542;99744,9043;99577,3559;99420,0767;99129,4916;99540,5764;99253,8287;95667,0609;92541,0280;96300,3826;96892,9430;96676,7001;96552,6405;96300,3826;98449,3638;98131,2609;97170,3205;99042,3255;99246,0106;98635,3667;99762,1657;99735,4289;99384,4890;99445,6506;99531,0414;99303,4052;99769,9870;99135,2220;99221,6885;98904,3794;99099,5940;99772,1228;98392,1902;98211,0730;95817,6713;95958,4793;96067,2446;96206,7107;99595,3034;81279,7501;99572,2638;99380,2269;97814,1876;96830,8727;98792,0282;98991,9817;99092,1498;99042,1540;99495,7046;99250,7676;99250,4526;99009,3028;80559,2200;24148,3291;14,4459;46414,2611;44183,8080;81000,0000;99255,0000;97742,9000;85379,5264;99965,0052;98314,1652;80990,6200;50340,4444;99600,9840;99748,2715;88812,9819;28696,0781;99090,6355;95585,8215;99817,1399;99902,0401;99842,0623;100000,0000;99988,0003;98924,8484;99282,1566;99711,3570;99814,1480;99957,0046;4122882185861430000000000,0000;244008959515776000,0000;1242500,0000;1507466465,8471;1575466435,0466;-595717887,6914
23;99041,0776;62905,0797;99369,4004;98884,5463;99299,5224;98764,1808;98869,5046;98243,2135;99272,3528;99163,7165;99208,9682;99617,8886;99302,2960;99151,7129;98717,3743;99329,0957;98584,2884;99515,1161;98963,9631;99648,7358;99088,7387;99717,7138;99501,4481;99377,3754;99030,5978;99507,5378;99166,8325;95458,5067;92301,3467;96121,2639;96721,9366;96508,4826;96371,6140;96121,2639;98370,6043;98043,9241;96986,6686;98907,8260;99217,0308;98581,7091;99741,0161;99711,8913;99339,4678;99405,0768;99502,2769;99248,1925;99733,9401;99006,3462;99106,1548;98759,5834;98971,1609;99735,6062;98159,9846;97320,2986;95649,4350;95792,7789;95905,6259;96049,7642;99529,4709;80726,2350;99552,9468;99343,8537;97518,1041;96642,4398;98618,3518;98858,2435;98978,2929;98921,4216;99464,7614;99191,4156;99124,4045;98858,8087;72777,1993;20711,9799;11,8167;41995,6234;40017,2749;72900,0000;98515,5503;95536,7450;83159,6587;99960,0069;97456,8657;73353,2045;45593,3405;99544,3110;99702,3873;88436,4149;26607,0036;98959,8359;95021,8652;99766,2332;99875,0665;99754,2013;100000,0000;99977,0016;98746,7837;99163,0180;99659,5071;99780,2112;99931,0158;-22304792625510300000000000000,0000;-1123173240651120000000,0000;-4473000,0000;-6934345742,8967;-6238847082,7845;3556435789,5177
24;98925,1995;62404,3553;99339,7883;98828,5776;99266,7536;98702,2557;98825,4088;98174,2468;99202,6636;99102,0367;99152,4191;99583,5204;99271,4130;99089,0490;98661,1054;99294,3305;98461,0580;99486,2567;98872,9163;99608,8763;98979,0376;99689,0948;99423,6678;99334,6132;98929,1037;99474,5033;99078,3514;95247,5434;92053,9791;95939,5947;96546,8699;96335,7324;96188,5079;95939,5947;98287,9730;97954,7041;96806,2734;98773,3114;99186,3727;98525,9119;99718,5744;99686,9633;99292,6789;99362,9290;99473,2222;99189,7353;99694,9441;98876,1529;98989,5465;98618,9498;98842,7953;99696,2106;97926,3638;96429,8179;95475,6007;95621,6740;95738,8951;95887,9218;99460,9946;80191,8273;99533,3349;99306,7984;97215,0178;96454,3736;98437,7816;98728,6403;98866,5464;98805,9803;99433,6289;99128,6274;98997,5253;98706,5661;66030,7529;17849,9000;9,7960;38077,4317;36395,7115;65610,0000;97781,6095;93380,3851;80997,5076;99955,0089;96588,5250;66714,7395;41467,1432;99487,5707;99653,5331;88064,9820;24837,6379;98825,2505;94480,2406;99706,3735;99843,1065;99662,4274;100000,0000;99963,0048;98569,0395;99044,0224;99604,6944;99744,2903;99901,0365;120044393910496000000000000000000,0000;4492692962604480000000,0000;16281720,0000;31412586215,3221;24206726681,2039;-21623129600,2676
25;98812,4248;61904,4964;99308,5956;98770,0711;99232,1095;98637,4083;98778,6644;98102,2851;99129,9480;99037,7195;99093,9192;99547,0728;99238,6534;99023,5511;98602,3034;99259,5775;98336,0125;99457,4057;98780,9645;99569,2320;98872,5362;99660,4641;99346,8034;99291,7856;98826,1795;99441,4919;98989,6760;95034,1889;91798,9896;95756,3501;96368,7506;96159,4380;96003,8356;95756,3501;98202,4625;97864,5858;96630,0860;98637,8932;99153,9388;98467,6831;99694,7417;99660,5463;99243,7276;99318,8119;99444,2755;99127,8409;99652,9426;98744,6476;98871,8677;98482,0667;98714,4974;99653,8397;97690,3613;95541,6993;95298,7707;95447,8100;95569,7186;95723,7551;99389,5816;79677,7977;99513,3287;99269,4590;96904,1242;96266,3840;98249,6670;98603,5511;98757,1011;98692,4522;99402,5062;99062,1121;98871,7984;98551,5968;60167,2220;15454,6827;8,2188;34597,1544;33236,5637;59049,0000;97053,1365;91272,6964;78891,5724;99950,0111;95709,5694;60923,9001;37867,7952;99430,6638;99601,7133;87699,5123;23297,7044;98688,8717;93951,1513;99636,5790;99806,1646;99566,7515;100000,0000;99945,0115;98391,6152;98925,1696;99546,9237;99704,3926;99867,0701;-646078928026290000000000000000000000,0000;-23698955377738600000000000,0000;-60079546,8000;-140414260382,4900;-92227628655,3868;133847172225,6560
26;98701,7549;61405,5462;99275,7245;98709,2287;99195,6913;98569,7430;98729,1763;98026,9425;99053,8162;98970,4729;99032,4810;99508,4485;99204,0191;98955,0268;98540,9728;99224,8366;98211,1258;99428,5631;98689,0982;99530,1909;98768,1565;99631,7320;99271,8562;99248,7712;98722,6882;99408,4679;98901,9253;94819,4116;91534,6085;95571,5403;96188,0688;95980,5814;95817,1081;95571,5403;98115,0623;97773,5717;96459,0507;98501,5756;99119,5324;98406,7316;99669,5189;99632,5417;99192,6171;99272,7280;99415,3372;99062,3174;99607,9593;98611,8360;98753,1226;98348,4265;98586,2673;99608,5969;97451,9968;94654,1169;95119,9155;95272,1618;95399,0715;95558,2119;99314,9400;79180,6082;99492,7294;99232,1337;96584,6313;96078,3758;98053,2659;98483,3534;98650,1472;98581,0284;99371,3932;98991,6789;98747,2199;98394,8998;55059,0249;13440,8454;6,9778;31500,7091;30474,6053;53144,1000;96330,0906;89212,5804;76840,3915;99945,0136;94819,4704;55861,1240;34720,9814;99373,4912;99547,9284;87338,1903;21885,8635;98551,6942;93434,4200;99554,8770;99762,2499;99467,1847;100000,0000;99923,0236;98214,5103;98806,4594;99486,2001;99661,5197;99829,1206;3495287000622230000000000000000000000000,0000;129088209942542000000000000000,0000;224697505,0320;623439316098,2560;355076370323,2390;-845914128466,1460
27;98592,1960;60906,3191;99241,2758;98646,1535;99157,5010;98499,3642;98676,7511;97947,9328;98973,9788;98900,0059;98968,1099;99467,6500;99167,5120;98883,3834;98476,9212;99189,1157;98086,3977;99399,7288;98597,3173;99490,4087;98664,5388;99602,8886;99198,6631;99205,3579;98619,2139;99375,3337;98815,9019;94603,2233;91260,9200;95384,2201;96005,3115;95799,1781;95627,8693;95384,2201;98025,7776;97680,6868;96292,1765;98363,4764;99083,0564;98342,7672;99642,8075;99602,8512;99138,8547;99224,2829;99386,1091;98993,3700;99559,9582;98477,7239;98633,3153;98217,3280;98458,1052;99560,3863;97209,3413;93765,3147;94938,5386;95094,2308;95226,4173;95390,7769;99236,7791;78681,7704;99471,4380;99194,6240;96255,5675;95888,9092;97847,7463;98368,4233;98545,7753;98471,8992;99339,9918;98917,5341;98623,7859;98235,5001;50599,2439;11740,0191;5,9939;28738,0969;28051,8742;47829,6900;95612,4314;87198,9632;74842,5413;99940,0163;93917,7372;51420,1646;31960,6634;99315,9539;99492,1816;86980,9771;20579,2774;98413,7218;92929,8741;99460,2999;99711,3712;99365,7282;100000,0000;99896,0444;98037,7242;98687,8916;99423,5238;99614,6788;99786,1941;-18982903700379300000000000000000000000000000,0000;-713986889192200000000000000000000,0000;-856097494,1719;-2755601777154,2900;-1377696316854,1700;5202371890066,8000
28;98481,7727;60406,8873;99205,3505;98581,1457;99117,5405;98426,6717;98621,1961;97864,7750;98889,9499;98825,9298;98900,8116;99424,7794;99129,1342;98808,6276;98410,2523;99152,4157;97962,8088;99369,9089;98506,6078;99449,3391;98562,1941;99573,2269;99126,2679;99161,2585;98516,0827;99341,9526;98731,9255;94385,6359;90977,0985;95194,4055;95820,9909;95616,2017;95435,6668;95194,4055;97935,5939;97585,9365;96127,5169;98224,4888;99044,4140;98275,5007;99614,5089;99571,4763;99082,3456;99173,3808;99356,0945;98921,4018;99508,8939;98342,3170;98512,4500;98088,2704;98330,0112;99509,2123;96962,4296;92876,4195;94753,8800;94912,2152;95050,9599;95220,6665;99154,6110;78179,7807;99449,2559;99156,7317;95916,0741;95699,2409;97632,0899;98255,3980;98439,0502;98365,2541;99307,8056;98840,1806;98499,5199;98072,4292;46708,1620;10297,2602;5,2027;26266,6206;25928,3473;43046,7210;94900,1188;85230,7954;72896,6352;99935,0193;93003,9176;47527,6581;29541,2412;99258,0527;99434,4761;86626,9645;19369,2159;98274,9585;92437,3458;99351,8882;99653,5386;99261,3942;100000,0000;99863,0787;97861,2563;98569,4661;99358,8985;99563,8753;99737,2989;103494790974468000000000000000000000000000000000,0000;3957629326792360000000000000000000000,0000;3364463152,0956;12152203837250,4000;5483231341079,6000;-34283630755540,2000
