Idade;ALLG-72;AMERICAN EXPERIENCE;AT2000 (Suavizada 10%)_FEM;AT2000 (Suavizada 10%)_MAS;AT-2000 FEMALE;AT-2000 MALE;AT-49 FEMALE;AT-49 MALE;AT-50;AT-55;AT-71;AT-83 FEMALE (Basic);AT-83 FEMALE (IAM);AT-83 MALE (Basic);AT-83 MALE (IAM);BR-EMSmt-v.2010-f;BR-EMSmt-v.2010-m;BR-EMSsb-v.2010-f;BR-EMSsb-v.2010-m;BR-EMSmt-v.2015-f;BR-EMSmt-v.2015-m;BR-EMSsb-v.2015-f;BR-EMSsb-v.2015-m;BR-EMSmt-v.2021-f;BR-EMSmt-v.2021-m;BR-EMSsb-v.2021-f;BR-EMSsb-v.2021-m;CSG-60;CSO-41;CSO-58;CSO58 - FEM - AGE LAST;CSO58 - FEM - AGE NEAREST;CSO58 - MAS - AGE LAST;CSO58 - MAS - AGE NEAREST;CSO58 FEMALE;CSO58 MALE;CSO80;EB7-75;GAM-71 FEMALE;GAM-71 MALE;GAM-83 - FEMALE (suav 10%);GAM83_BÁSICA - FEMALE;GAM83_BÁSICA - MASC;GAM-83 - MASC (suav 10%);GAM-94 FEMALE;GAM-94MALE;GKF-95;GKM-70;GKM-80;GKM-95;GR-95 MALE;GR-95FEMALE;GRUPAL AMERICANA;HUNTER SEMITROPICAL;IBGE 2006              Ambos os Sexos;IBGE 2007                 Ambos os Sexos;IBGE 2008                 Ambos os Sexos;IBGE 2009                 Ambos os Sexos;Prudential-50;Rentiers Français;RP-2000 FEMALE;RP-2000MALE;SGB-51;SGB-71;SGB-75;UP-84 F;UP-84 M;UP84_MAS_&_FEM;UP-94 FEMALE;UP-94 MALE;USTP-61;X-17;BENTZIEN;Experiência CAP;GRUPAL AMERICANA;IAPC;IBA (FERROVIARIOS);MULLER;RP-2000 DISABLED FEMALE;RP-2000 DISABLED MALE;RRB-44;TASA/1927;WINKLEVOSS;ZIMMERMANN;ZIMMERMANN (FERR. ALEMAES);ALVARO VINDAS;GRUPO AMERICANA;HUNTER'S;IAPB-57 Forte;IAPB-57 FRACA;IBA (FERROVIARIOS);LIGHT FORTE;LIGHT MEDIA;MULLER;PRUDENTIAL (FERR. APOSENT.);RGPS-99/02 M.M;RRB-1944 Mod - Fem;RRB-1944 Mod - Masc;TASA-1927;WYATT 1985 ;ZIMMERMANN EMPR. ESCRIT;Atuários Ingleses;Hubbard Laffitte;J.P. Jansen;Kinkelin;Moser;Samuel Dumas
20;131,2217639;502,4086014;24,86213507;49,42044442;27,53026979;54,31495776;37,21939322;61,42321738;62,06665162;54,93218399;49,68194766;28,71633412;25,84001239;55,52263815;49,93092377;36,79185401;108,8220651;29,88112116;79,37260634;32,9896276;115,4039215;23,08215062;60,2735286;42,08070926;89,58832277;32,70454009;78,8550868;200,7926123;225,9897086;173,0033903;160,8898574;157,135944;175,400766;173,0033903;69,01528032;82,5713958;185,3290402;132,6762787;25,81777339;49,66448259;18,86240494;20,95351195;41,67768605;37,51985749;28,28293475;50,3990767;32,56654478;126,2240283;113,3724483;153,7718163;128,5675206;32,8470651;230,3281801;896;147,0972829;143,3623723;141,200185;137,303554;61,22802732;568,6620323;19,0255885;34,31025988;283,9472935;187,8035297;161,8652986;140,3672752;121,0820602;130,1796509;30,36480067;54,15203102;114,4090093;144,9809607;10440;5028,352271;4,615888774;5674,955234;5564,531327;10000;0;0;2339,963998;4,998750125;840;10200;6339,90125;56,73750883;39,93244562;389,7000887;3347,8316;122,1892044;599,9289082;35,96257524;18,98936234;76;0;4;178,707495;119,425036;45,91082915;29,96251872;20;7,47707E+20;5,43091E+13;450000;389494875,9;469500635;-119073575,6
21;127,0773829;502,3243513;26,34727471;51,37557455;29,21175924;56,65825968;39,38231035;63,74584657;64,41361134;56,98668521;51,64339096;30,5023178;27,42303515;57,67552805;51,88217237;35,78423451;115,6197838;29,87215683;84,26592752;36,4291674;115,3494391;25,14205168;70,44102766;42,52477779;94,95731136;32,94880974;83,81234973;205,1665671;232,8624648;176,5527916;166,4568707;163,660209;178,459206;176,5527916;74,87842417;85,44853711;185,9504777;133,5899582;27,30016043;51,51455211;20,05622661;22,24596149;43,25106694;38,99798223;28,47402142;52,65871384;33,57391789;127,5526654;114,4551047;149,4722621;128,5003823;34,13373975;230,7777451;892,92704;159,0651468;156,6682693;152,8385847;148,5104741;63,3829244;566,3751868;19,12154599;35,49141146;289,7007822;188,1198262;167,5385466;137,2940469;115,775649;125,6456022;30,65411848;56,60520248;121,233457;147,7439999;9000,78;4146,257424;3,454823873;5002,888669;4805,889312;9000;745;2257,1;2279,124934;4,998500187;845,8348;8809,38;5475,548948;56,70522519;42,91020809;383,5450669;2576,892801;127,9920293;576,9767893;42,93983429;22,98275528;81,93768;0;7,99968;178,3858215;119,2817259;48,88251736;30,95198096;22,9954;-4,12363E+24;-2,44063E+17;-1592500;-1829574685;-1957861201;697203047,4
22;111,0503834;501,5464132;27,93064998;53,62448855;30,99112022;59,19520227;41,64159256;66,26058559;66,95469332;59,23610277;53,60178779;32,38633931;29,10410019;60,02310023;53,9291316;35,77135219;120,4197441;28,86775534;88,15638625;38,80836088;115,2154723;27,19046091;75,90781841;42,70131074;98,89379135;33,03858234;86,99618915;208,5541931;239,6812623;179,1187115;171,0063551;168,2174583;181,0265458;179,1187115;78,75949112;87,3368221;183,6519059;134,4994781;28,97983506;53,65763958;21,14957913;23,53756121;45,02117353;40,57382544;28,76447098;55,21269325;36,0468963;128,8757886;115,5337341;144,7960114;128,4330739;36,51659696;232,205569;890,7744317;168,2363472;165,7003886;161,6187161;156,9465004;65,83249544;553,515098;19,31701919;36,37316307;296,0835456;188,432878;173,6763856;133,7381672;113,8568801;120,7323858;30,94316413;59,35195901;126,0480748;150,4941404;7782,020652;3436,349185;2,629138868;4418,637654;4166,5331;8100;739,44975;2206,154996;2219,867686;4,998250262;857,2995205;7637,415466;4747,103908;56,67295991;45,88420484;376,5670442;2089,074485;130,7996386;563,9563464;50,90674136;26,97355085;87,86101484;0;10,99868004;178,064727;119,1385879;51,84990563;33,93681028;25,9888212;2,23089E+28;1,12342E+21;5715500;8441812209;7814313518;-4152153677
23;115,8780608;500,7244351;29,61208127;55,96865319;32,7688424;61,92514141;44,09579906;68,96673594;69,68919173;61,67983173;56,54911187;34,36817152;30,88301402;62,6638825;56,26890327;34,76518354;123,2303606;28,85938369;91,04684596;39,85949426;109,7011425;28,61898387;77,78028197;42,76216419;101,4941423;33,03453225;88,48106074;210,9633001;247,367609;181,6691886;175,0667053;172,750184;183,1060666;181,6691886;82,6313077;89,2199708;180,3952037;134,5146435;30,65806247;55,79724743;22,44172863;24,92797283;46,78888936;42,14775254;29,05466488;58,45718535;38,99597058;130,1933452;116,6083017;140,6336467;128,3655958;39,39556447;233,6207635;890,4807315;173,8342747;171,1048706;166,7308181;161,8423774;68,47627587;534,4076755;19,61193052;37,05525747;303,0862671;188,0661876;180,5702022;129,6031572;111,7464927;115,4412991;31,13247033;62,78816609;126,8792378;152,2425655;6746,44638;2862,079867;2,020652124;3918,191664;3621,563384;7290;733,9408494;2156,359871;2162,151126;4,99800035;868,3406732;6638,46501;4126,197315;56,74025731;48,85416972;371,4329433;1769,365739;134,5853765;541,6246309;59,8597399;31,96002132;91,7738652;0;13,99678023;177,7442105;118,9956216;54,81272889;35,92087599;29,97930473;-1,20067E+32;-5,61587E+21;-20754720;-38346931958;-30445573764;25179565390
24;112,7747275;499,8588864;31,19269348;58,50651795;34,644097;64,84738202;46,74441837;71,96172294;72,7155525;64,31722187;58,49992726;36,44756843;32,75956624;65,49786135;58,80201873;34,75301573;125,0455439;28,85101447;91,95181202;39,64433271;106,5014443;28,63070804;76,86443759;42,82756228;102,924217;33,01138976;88,67542164;213,3544975;254,9895219;183,2446257;178,1193203;176,2943905;184,6723164;183,2446257;85,5105366;90,11832767;176,1874177;135,41821;32,43394383;58,22881399;23,83273928;26,41704528;48,95129073;44,11714048;28,94670769;61,8943948;42,00147996;131,5052833;117,6787729;136,8831022;128,2979484;42,37088954;236,002537;888,1186219;176,8299534;173,8640006;169,1764635;164,1666586;71,41299403;514,029613;20,00620031;37,33935625;310,8936266;187,9895739;188,1146007;125,0891873;109,4452669;113,5280715;31,12272586;66,51530902;125,7268571;154,969309;5863,530864;2395,217324;1,577160341;3480,277262;3159,147765;6561;728,47299;2107,688673;2105,935196;4,99775045;878,9555776;5790,839391;3599,348029;56,90689051;51,81983717;365,4696759;1539,933547;136,3788454;529,0893465;69,7944614;36,94194945;95,67593034;0;17,99334087;177,4242709;118,8528268;57,77072272;39,89771608;33,9663524;6,46199E+35;2,37034E+25;76361266,8;1,71827E+11;1,16434E+11;-1,5547E+11
25;110,6699158;498,9502415;32,8711451;60,8423638;36,41818418;67,66526213;49,48811087;75,34255498;76,13180018;67,24661158;61,43822988;38,62426422;34,63429;68,52429734;61,33063261;34,74085217;124,886736;28,84264767;91,86629684;39,04109579;104,3797363;28,73211181;74,94722847;43,01441297;103,491289;33,02397248;87,75071473;214,7772672;264,3810898;184,8097555;180,6817705;178,8565549;186,7274603;184,8097555;87,40019168;91,01406466;171,0352523;136,3175685;34,40641671;60,95149589;25,22276964;28,00461351;51,11051975;46,0839287;28,9382842;65,52350281;44,98333831;132,811551;118,7451131;133,6401644;128,2301322;45,24284327;238,3644818;887,5823853;178,8552081;175,6482484;170,647066;165,5432245;74,64157569;497,1894575;20,59925904;37,32531665;319,4928971;188,0082478;196,4010844;120,1977289;106,9539406;111,4237787;31,11298445;70,43316173;124,578466;156,6970391;5108,197157;2013,837306;1,24104886;3096,445327;2761,958453;5904,9;723,0458663;2060,116032;2051,180881;4,997500562;890,0989957;5062,776101;3146,813778;57,17263176;53,78492512;361,3219913;1411,840881;137,1775313;516,7313311;81,70199475;43,91471245;99,56675151;0;21,98790253;177,1049073;118,7102034;60,72362341;42,87288877;37,94948665;-3,49593E+39;-1,29112E+29;-284777051,8;-7,63854E+11;-4,47304E+11;9,79761E+11
26;109,558948;499,2270908;34,44867634;63,07519716;38,19034115;70,37879657;52,42519261;79,00971571;79,83737598;70,46697674;64,37111261;40,79846387;36,50707899;71,64343939;64,05163219;35,72094124;124,7281299;28,83428331;91,78086118;39,78221723;103,6176728;28,84338642;73,19313954;43,41330826;103,4743493;33,1341545;86,02335163;216,1882589;273,6884792;187,3202189;182,7573308;181,4032992;189,2387886;187,3202189;89,28470676;92,88489302;166,8741579;138,0992091;36,47598786;63,96437559;26,71143106;29,69049742;53,7623985;48,44509123;29,22810917;68,94737288;48,00107559;134,112097;119,8072883;131,0984524;128,1621475;48,21056092;242,6554723;888,8021567;181,3768506;177,9310033;172,6542042;167,4349976;78,1608577;498,8378318;21,2914441;37,5097466;329,0638384;189,4665568;205,5196454;114,9300735;104,3718558;109,1291986;31,40136027;74,14476756;123,434025;159,3997378;4459,781021;1700,826295;0,983872305;2762,612193;2422,731126;5314,41;717,6591746;2013,617153;1997,850178;4,997250687;901,7331638;4440,959361;2760,31802;57,53725146;55,74683983;357,213199;1306,586047;137,9723715;504,5458668;94,57713313;50,87874747;101,4565285;0;26,97921638;176,7861184;118,5677512;62,676306;46,84091421;42,92652187;1,89864E+43;7,14116E+32;1080794999;3,37904E+12;1,73277E+12;-6,04829E+12
27;110,4232595;499,4318169;35,92534178;65,00781518;39,96047288;72,69253085;55,55501087;83,157795;84,02890815;74,07610447;67,29831468;42,87055715;38,37782711;74,7558378;66,6688755;36,69997286;123,5888612;29,81991865;90,70953181;41,06964063;102,3447259;29,66174024;72,39518426;44,09940069;103,1311513;33,38112856;83,97639173;217,5874141;283,821461;189,8145978;184,3205975;182,9764305;192,2024547;189,8145978;90,18371545;94,7502661;164,659622;138,9875922;38,64239193;67,26645284;28,29855732;31,37489812;56,50914721;50,9020571;30,01460498;71,96817998;51,06430258;135,4068704;120,8652646;129,057569;128,0939948;51,1740386;246,9117272;888,8951827;184,6586012;182,0156303;175,4573745;170,1103958;82,16805305;501,9896951;22,18213067;37,89234641;339,493386;189,6682622;215,6564329;113,0253184;106,7250747;106,645067;32,18615737;77,35351175;124,2659703;163,0709302;3891,081858;1442,758914;0,791200801;2471,476339;2123,526879;4782,969;712,3126137;1968,1678;1945,906074;4,997000825;913,8195836;3892,506466;2419,422216;57,90120121;57,70546522;354,0125775;1210,06151;138,7633474;492,5283317;108,4117268;57,8325953;104,3340146;0;32,96569465;176,4679034;118,4254699;64,6252904;50,80348613;48,89523512;-1,03514E+47;-3,95834E+36;-4220560646;-1,49078E+13;-6,86093E+12;3,9486E+13
28;113,2540386;498,9608892;37,30121171;66,54227337;41,53024946;74,6074172;58,97547526;87,68683846;88,60539526;78,17131052;71,20858428;44,94000031;40,14729931;77,86119847;69,28081747;38,66944219;123,4331392;31,79837086;90,62607904;43,13117826;100,858693;31,30582254;71,94584519;45,12903253;102,7349846;33,80862945;81,79298262;219,9185321;295,67557;193,244643;186,3718273;184,5392696;196,110752;193,244643;91,08010237;97,58593644;163,4167789;142,6219578;41,00438733;70,95491162;30,08358169;33,35644456;59,64757206;53,75197238;31,1978137;74,58673696;54,21244541;136,6958207;121,9190082;127,7109281;128,1240045;54,33202994;252,1023172;889,7560983;189,3654607;186,0159738;179,7378523;174,2347771;86,5619754;505,0413833;23,37057513;38,96859559;351,1487468;193,503865;226,7017127;110,9303444;109,3657849;104,070439;33,56603834;80,15938655;128,049376;166,7231296;3405,025015;1229,051725;0,639937593;2214,276119;1866,841009;4304,6721;707,0058847;1923,744285;1895,312516;3,99740078;926,3190201;3421,991391;2126,969362;58,46299312;59,66068557;350,839207;1123,414521;141,5159398;489,9179315;123,1963413;65,77133548;106,2096918;0;37,94796991;176,1502612;118,2833593;65,57687295;54,76013136;53,85814139;5,70153E+50;2,19688E+40;16822315760;6,58649E+13;2,80193E+13;-2,65355E+14
29;116,074852;499,6321064;38,57637109;67,67953257;43,09806445;76,12449781;62,68557231;92,59490255;93,56487341;82,84936943;75,11049822;47,00666406;41,91464141;80,8604976;71,88725;40,63663604;122,2992197;32,78157648;89,55854323;45,35905257;102,1142508;33,20718487;71,09128688;46,54233764;102,5254214;34,44457288;79,82723337;222,2310935;308,3168379;197,6024144;188,8783727;187,0460587;200,4697418;197,6024144;92,95228816;101,3878845;164,0986114;144,3765081;43,56150016;74,93006855;31,8670161;35,43557066;62,97843595;56,69642768;32,87654084;77,00166894;57,4848059;137,9788978;122,9684857;127,0548456;128,0552608;57,48492082;260,1507807;893,1905011;195,314865;192,0164891;185,3076303;179,627442;91,34074119;507,9927951;24,65761955;40,83651843;363,9112352;194,9272092;238,8380118;108,6459257;112,19417;106,4168621;35,34162933;82,76089786;133,7852;172,3140427;2992,24677;1051,32205;0,520160005;1989,128891;1648,213184;3874,20489;701,7386909;1880,323452;1846,03439;3,997240884;940,1122824;3021,238177;1877,877617;59,12295555;60,61863731;348,555547;1045,484418;142,2934913;478,1266237;140,9047423;75,68670312;109,070703;0;44,92130883;175,8331907;118,1414193;66,52652543;58,71037789;65,79107089;-3,18031E+54;-1,22037E+44;-68365891251;-2,92197E+14;-1,18314E+14;1,82547E+15
30;120,8505059;500,8119211;39,85004803;68,3221652;44,56481047;77,04833684;66,68418522;98,0752313;99,10261092;88,1077639;79,99113886;48,97108656;43,67975882;83,85241993;74,58623478;43,59216831;123,1235164;34,75686514;90,46030919;47,87205687;103,6804548;34,62903244;71,37680765;48,36983438;102,703448;35,33709868;78,29379213;225,4643676;321,7282576;201,9315793;191,8363942;189,5367869;205,2844267;201,9315793;94,81901471;105,1779196;165,7340028;148,8649854;46,41216869;79,38685924;34,04697494;37,81102002;66,69885101;60,13119996;34,85149911;79,11462053;60,89072268;139,6483227;124,0136639;127,183556;128,0844245;60,83120598;270,0604945;896,3597729;201,823662;197,1336055;191,3984547;185,549456;96,60126728;512,3871969;26,2419241;43,99015544;378,0432265;200,0573897;252,1471976;106,172795;115,2091162;109,0499461;37,41306457;85,05979848;140,4798901;177,8747735;2688,736382;902,8996906;0,428520588;1789,326787;1470,312031;3486,784401;696,5107376;1837,882672;1798,037496;3,997080994;955,1208573;2695,138519;1675,187457;59,97998247;60,58165995;348,0066582;971,8179069;145,0269002;475,6403653;162,5039707;87,5706309;110,9316475;10;52,883511;175,516691;117,9996496;67,47422061;63,648259;78,69794324;1,79846E+58;6,78646E+47;2,83325E+11;1,23535E+15;5,18161E+14;-1,28668E+16
31;125,6084395;501,3026752;41,02310378;68,76664263;45,83160482;77,4789254;70,97008547;104,1247081;105,2154586;93,94369175;84,8600711;50,93262105;45,5415605;86,83669303;77,18087526;46,54387328;123,9443203;36,73011168;91,35944533;50,4311295;105,7524383;35,56198534;72,62108312;50,62602334;103,4461863;36,48502355;77,3982137;229,6091542;335,8916392;207,1775626;195,737248;192,9618119;210,5215571;207,1775626;97,65674255;109,9284167;170,2289964;153,3325647;49,35780446;84,32319695;36,22473812;40,18380879;70,90629588;63,85680676;37,02292394;81,0250637;64,48912982;144,2479352;125,221354;127,9952806;128,7986579;64,3700936;281,8077402;900,1671885;208,9829587;205,0176055;197,7713682;191,7654689;102,4397909;517,4169254;30,50812062;49,41743532;393,6101516;205,1538929;266,8053513;103,6095686;118,5075557;111,8701631;39,77979548;87,05691315;148,1267803;184,3799276;2452,964434;778,4532543;0,361412647;1613,801551;1340,350792;2981,200663;691,3217326;1796,399822;1751,288521;3,996921111;971,2640767;2456,914568;1527,117229;60,93449945;61,53724128;347,4530269;905,5502458;146,7691828;473,1670354;179,0547623;97,43601974;113,7754595;29,997;61,83094207;177,147436;118,8402004;68,41993134;67,58299437;84,60810896;-1,03411E+62;-3,7787E+51;-1,20148E+12;-5,51267E+15;-2,36957E+15;9,25462E+16
32;131,3280197;502,8772074;42,09565481;68,81688458;47,0966375;77,41779453;75,73864819;110,7398853;111,8999325;100,4525149;90,70246992;52,99038412;47,40081055;89,91152484;79,86749597;49,49148687;125,7363112;39,6935368;92,25592708;53,36354443;108,2494013;36,64309568;74,91025454;53,34791997;104,884971;37,92890523;77,201363;234,6559165;351,6847058;212,3875107;200,0879358;197,3132053;216,2141958;212,3875107;101,4614492;114,6627904;174,6991907;158,6573509;52,69455356;89,73676973;38,5991272;42,85204115;75,40127333;67,97105478;39,39039789;82,73351624;68,26922843;149,804699;127,355213;129,7791733;130,2921758;68,19999735;294,4078067;905,4710313;216,5390358;210,8484218;205,046715;198,8697243;108,8529893;523,0607943;34,77056717;55,62873772;410,6732892;211,2598622;282,8875182;105,9456007;127,0849545;114,8764024;42,34204812;88,85163962;156,718526;190,8474291;2257,861964;673,7028184;0,309007813;1457,352817;1254,568341;2555,987305;686,1713857;1755,853282;1705,75502;3,996761234;988,4590041;2299,672035;1429,381727;62,18427891;62,49100897;347,7470098;842,7621831;150,4570032;479,7586162;201,4423057;109,2597813;116,6092599;39,9840012;71,75915638;177,7965938;119,6773658;69,3636306;74,48938007;106,4161477;6,0578E+65;2,10662E+55;5,15721E+12;2,52885E+16;1,13521E+16;-6,85138E+17
33;138,0032662;504,916798;43,1668357;68,86695378;48,26096453;77,45475589;80,79120882;118,1116944;119,3489645;107,7287337;96,52895997;55,04486597;49,35631456;92,97789338;82,64556986;53,42408042;131,4147677;41,66154236;97,07182387;57,09488418;112,0418704;38,08086015;78,42874853;56,54617086;107,127674;39,70020735;77,79218939;242,4597683;368,178862;218,5023832;204,8934509;201,636034;222,8006764;218,5023832;105,2542343;120,3509199;182,0026383;166,6850467;56,22367717;95,72289333;41,16968661;45,7156452;80,47857125;72,57129442;41,85427879;83,55084529;72,28962513;156,507208;131,1347465;132,4325749;132,853853;72,12130371;309,7566378;912,2000205;225,0171832;220,0188937;213,3470952;206,9797332;115,9358567;528,5410324;39,12802458;62,4234988;429,4773636;220,921892;300,4651661;108,5670242;136,8036508;118,1653163;45,00019087;89,75565836;166,2470124;198,2477914;2083,287031;585,197946;0,270820953;1321,170007;1174,275968;2196,729089;681,0594089;1716,221917;1661,405389;3,996601364;1006,62035;2152,493025;1337,901296;63,62958771;62,45163964;348,8747329;786,2741324;154,1272552;486,219969;224,6821121;123,0300895;119,4328049;49,9600095;82,66280073;180,3805904;121,4908899;69,31507606;80,38819408;130,145785;-3,60802E+69;-1,17613E+59;-2,30128E+13;-1,17989E+17;-5,68996E+16;5,20531E+18
34;146,6049804;506,8277459;44,43453834;68,91685019;49,42357907;77,49153317;86,32250345;126,137714;127,45906;115,8658436;103,3225303;57,29418863;51,50662982;96,33040073;85,80840817;56,36163316;138,0422578;44,61861912;100,8939338;61,23632894;115,0475728;40,7689667;82,84680784;60,24181386;110,2642462;41,81031045;79,27379767;252,0606156;387,1309583;225,5125424;210,1206069;206,8743394;231,2129536;225,5125424;110,0081782;126,9872638;190,2146736;178,1745193;60,04313713;102,2783467;44,03531538;48,8733719;86,03695658;77,55674559;44,51336661;83,57843756;76,58880991;164,6393863;136,6975809;135,9506113;136,1851087;76,43067393;325,9059722;920,2819713;233,0177941;228,3941447;222,7508404;216,181974;123,6838624;536,1093317;43,18270188;69,40355772;450,1640998;235,1443343;319,8939356;111,3747521;147,8501861;126,7179443;47,75384295;89,77212774;176,7032649;207,5415701;1923,669726;510,1454127;0,240559655;1197,46996;1097,404927;1891,771404;675,9855163;1677,485072;1618,208849;3,9964415;1026,53258;2011,58545;1250,318932;65,26986744;62,4122951;351,6676322;733,9937083;157,7795249;492,5498327;250,7162649;137,7417498;122,2458522;59,92203539;94,53551937;182,9490354;123,2973418;70,25607773;89,24786627;148,8266725;2,18934E+73;6,57691E+62;1,07323E+14;5,61909E+17;2,97792E+17;-4,06308E+19
35;158,0958788;509,1794439;45,79945187;69,06467703;50,8808333;77,52812642;92,42812476;135,10408;136,5193525;124,9561659;110,0949777;59,93589778;53,85122496;100,4585968;89,74586882;61,27069186;144,6414749;46,5806981;106,6612759;65,7665976;118,3848279;45,17211403;86,79040196;64,46532124;114,3922121;44,28054582;81,61320774;264,3638245;406,7129766;235,2824974;215,8024037;212,0766623;241,9291105;235,2824974;114,7459871;136,501896;200,2751277;190,5725444;64,25052092;109,5949043;47,29463765;52,52295439;94,14408876;84,89992694;47,36711736;83,70419909;81,15549044;174,1899027;144,1796155;140,4253362;140,6710399;80,92829622;344,7347038;928,7779935;244,0186342;240,0206113;233,2504163;226,4521806;132,2888374;543,4638957;47,13301325;76,36935691;472,8669358;250,8622811;341,0413782;114,3676783;160,3108533;136,4085739;50,89967709;89,88663932;189,0518553;217,7426262;1780,509238;446,2749164;0,216476961;1088,091402;1027,280752;1631,652836;670,9494242;1639,622557;1576,135419;2,997211231;1048,064192;1883,04514;1170,423553;67,30218717;63,36302258;354,4138859;689,467678;163,3581414;498,7470051;281,4591425;155,3625564;127,0174232;79,84810956;108,3640259;185,5017262;125,0966219;70,20619591;97,09354703;179,3148086;-1,35607E+77;-3,68701E+66;-5,23004E+14;-2,74169E+18;-1,62193E+18;3,24624E+20
36;171,4802368;512,5158208;47,55796258;70,48656805;52,73081989;77,66234718;99,00686629;144,9063468;146,4243022;135,0906515;117,8267907;62,96887413;56,68579238;105,6532027;94,65031359;65,18320107;152,180373;50,52125668;112,4098784;69,74336672;123,0579627;49,55950664;90,65465931;69,23576955;119,5422765;47,14384647;84,86290828;279,334516;428,6606443;246,8472977;222,3763399;218,182585;254,8848849;246,8472977;120,4382438;147,9102307;212,1657373;207,4541753;68,84434453;117,4725618;49,85421629;55,37297679;99,273942;89,46280243;50,71207458;84,71400399;86,03767543;185,6318739;153,7243205;146,0448058;146,0126969;85,81090349;365,2467225;939,3634572;256,0195506;250,3797939;244,965362;237,9450354;141,8424349;552,8230821;50,97865534;83,02326259;497,8027131;270,3077915;364,3452394;117,6420275;174,5618095;147,4232078;54,43664019;90,98215557;203,2741484;230,7706514;1640,993621;391,7339426;0,194994663;991,1486256;961,6375121;1408,660282;665,950851;1602,614636;1535,155898;2,997121315;1071,079131;1762,718556;1095,633488;69,52786121;64,31188385;358,7898619;649,1068622;167,9373812;513,6666655;307,0540954;169,9388891;131,7703758;79,78423108;123,1421351;188,0384623;126,888631;71,14446711;106,8961908;215,5794156;8,58932E+80;2,07284E+70;2,65485E+15;1,37303E+19;9,14876E+18;-2,67239E+21
37;185,7675025;515,6788328;49,80807474;73,3747987;55,07132059;80,43496516;106,2514389;155,6336009;157,2639289;146,3586519;127,4925151;66,58977964;59,91032339;112,3009923;100,8105064;70,07504229;160,6514692;53,46581383;118,1387256;74,15713234;131,1673926;52,95814283;93,62243255;74,58703436;125,7992759;50,42882364;89,10266431;296,011878;452,0315578;261,1165676;230,7725954;225,1824842;271,4810276;261,1165676;127,0794028;162,1627445;226,811235;225,9700382;73,92151631;126,1991749;53,20407481;59,01171471;105,5690145;95,19590214;54,54696603;87,48853091;91,13469788;198,9475006;165,4529013;152,6075669;152,5926972;90,87871799;387,4014343;951,9251699;269,0205434;265,0227584;258,1173798;250,9392611;152,2385031;562,649553;54,9176237;89,16755027;525,0832392;292,2099251;389,7547929;126,1567806;189,417992;159,8478897;58,66031477;93,93754787;221,2901514;246,5945274;1511,134066;345,005108;0,177835133;905,0285509;900,1888751;1216,478772;660,9895172;1566,442021;1495,241845;2,997031401;1095,436611;1650,08084;1025,622508;72,24227948;65,2588516;364,7665969;612,4448404;172,4921343;528,2973092;337,2838253;188,386625;137,4860634;89,68545415;137,8671936;192,4838845;129,6480683;73,0680554;117,6565593;231,8840428;-5,57874E+84;-1,16307E+74;-1,3966E+16;-7,06668E+19;-5,31956E+19;2,26222E+22
38;202,8861335;520,8828703;52,5486921;77,92068547;58,19704044;85,15378491;114,1575061;167,5666469;169,3219785;158,749906;137,1211422;70,89560134;63,72088427;120,5901116;108,7083407;74,95664739;170,046522;57,39523431;124,8219798;79,01595381;136,7888537;55,32000476;97,11266295;80,55852619;133,2004038;54,16466681;94,29858355;317,1223662;476,7731321;279,9143493;241,4683428;234,9381401;291,6403359;279,9143493;136,6009386;181,1629672;243,2369046;248,8935625;79,47989689;135,9628869;56,84625822;63,13965705;113,416517;102,2908868;59,16717345;92,11956602;96,38571057;214,5036745;179,4929834;160,4934612;160,4021764;96,13028295;411,1543453;964,6724303;285,0217654;278,6705478;272,8360779;265,58911;163,6647173;572,9177164;59,24647149;94,99979299;554,9917821;319,2328574;417,5923126;135,8044958;206,2264565;174,0576903;63,56865983;98,94157752;241,1211265;266,1399178;1385,566215;304,8409083;0,160342622;827,1776924;842,666806;1049,914755;656,0651453;1531,085858;1456,365557;2,996941491;1120,991028;1544,640674;960,0852296;75,34521881;67,19201654;371,4831519;579,0681073;177,9890903;560,136027;372,0599518;208,699911;144,1582621;99,56081916;155,5040477;197,8618842;133,3696405;74,98733599;129,3669562;257,9185031;3,72882E+88;6,61552E+77;7,57592E+16;3,74822E+20;3,17475E+20;-1,96717E+23
